x, y
-3.3089435856516767, 104.90654240592474
-3.2845533417492376, 98.59813074116435
-3.2276427106159487, 89.71962721777425
-3.1463418355802206, 78.03738517671283
-3.2032524667135096, 83.41121555301385
-3.1219515916777816, 69.62616962369898
-3.0731711038729035, 61.44859538201985
-3.040650902724847, 53.27102114034073
-2.9512198843607083, 43.691588335239615
-2.894309439310213, 33.87850352339012
-2.8292686648485135, 24.99999465229317
-2.772358219798018, 16.3551377879446
-2.69105734476229, 3.2710211403407286
-2.650407000285823, -0.46729331808310093
-2.560975981921684, -8.411226248427504
-2.4634150063119282, -16.58878979469297
-2.4308948051638715, -25.000005347706832
-2.3252035001429117, -29.672917137710513
-2.2032522806307164, -38.08413269072436
-2.0731711038729035, -43.45795771931854
-1.9349595977038874, -49.299086761409484
-1.8455289515053352, -53.271042531168035
-1.7073174453363187, -56.54206367150876
-1.5609759819216844, -57.24299830092659
-1.455285049066311, -57.47665030767496
-1.292683298994855, -56.54206367150876
-1.1626021222370424, -53.97197716058585
-1.0081303294112045, -51.168238642914574
-0.9268296404582699, -47.663565495825466
-0.7560979331411966, -43.45795771931854
-0.6504070002858235, -38.551415313393804
-0.5284557807736281, -34.112155530138494
-0.43902476240948984, -29.439265130962127
-0.3089435856516767, -25.46730936120359
-0.23577285394435976, -20.327114948530465
-0.13008154892339951, -15.654224549354097
-0.03252057331364311, -12.850486031682806
0.05691007288490779, -9.345812884593705
0.048780115639290855, -4.906553101338403
0.1544710484946651, -0.23365200674837894
0.25203202410442094, 2.8037278222576276
0.31707279856612014, 7.24298760551293
0.4227637314214937, 12.850464640855499
0.5609756097560972, 18.224289669449686
0.7317073170731707, 24.299060022875352
0.9024390243902441, 36.44859003431303
1.040650158393673, 42.75700169907341
1.2520320241044207, 48.36447873441598
1.3495929997141765, 52.570086510922906
1.5121951219512197, 57.47662891684765
1.6178856826410057, 61.44859538201985
1.8455282071741617, 67.75700704678025
2.1138208901009903, 73.59812539345754
2.325202755811737, 75.93458128845937
2.447153975323932, 76.16822259979409
2.6666661704458825, 77.80373316996446
2.8048780487804863, 75.70092928171098
2.934958853372713, 74.53271202962372
3.1219512195121943, 74.06541871154063
3.195121951219511, 70.56074556445152
3.341463414634146, 66.12149647660988
3.60162576814977, 60.98130206393675
3.772357475466844, 55.37382502859419
3.894308694979039, 50.70093462941782
4.056910072884908, 44.859805587326875
4.1463414634146325, 40.42055649948523
4.260162353515623, 35.51401409356048
4.365853658536585, 32.7102755758892
4.536585365853657, 24.76635334095845
4.62601601205221, 18.224289669449686
4.829268292682925, 12.61681263410712
4.97560975609756, 4.439249087841645
5.024390243902439, 1.168217252087267
5.2764222680068595, -9.57944350051477
5.186991621808307, -5.140194412673125
5.349592999714176, -12.383182018186055
5.48780487804878, -17.2897244241108
5.617885682641004, -21.728984207366096
5.715446658250761, -25.700939977124648
5.926829268292683, -32.24300364863342
5.813007633860517, -28.971982508292683
6.016259914491234, -34.813090159556324
6.13821113400343, -35.9813288024709
6.25203202410442, -36.214959418391956
6.373983243616616, -37.850480683975974
6.528455036442453, -36.44861142514034
6.666666170445883, -35.74767679572251
6.878048780487804, -32.24300364863342
6.910568609470274, -27.57011324945705
7.081300316787347, -21.02804957794828
7.211382610041919, -13.785051277021694
7.1138216344321625, -16.355159178771913
7.300812511909298, -8.644878255175882
7.333333829554114, -3.5046838425027573
7.422763731421494, 2.8037278222576276
7.495934463128809, 7.009335598764551
7.504065536871186, 13.317747263524943
7.601626512480945, 19.859810935033707
7.6504070002858215, 25.934570593045713
7.70731707317073, 32.7102755758892
7.747967975895578, 39.01868724064959
7.821138707602894, 44.62616427599215
7.829268292682926, 51.16821725208726
7.902439024390243, 59.57943280510111
7.894309439310213, 65.8878444698615
7.999999999999999, 77.10279854054663
8.032519828982466, 84.34579684147322
8.032519828982466, 91.8224311060277
8.081300316787345, 96.72897351195245
8.138211878334602, 104.90654240592474
